-56.327, -61.011, 99.507
-55.923, -59.052, 99.507
-55.516, -57.094, 99.46
-55.104, -55.137, 99.46
-54.682, -53.182, 99.416
-54.255, -51.228, 99.38
-53.821, -49.276, 99.358
-53.379, -47.326, 99.361
-52.928, -45.377, 99.361
-52.47, -43.43, 99.4
-52.004, -41.485, 99.658
-51.532, -39.542, 99.916
-51.057, -37.599, 99.717
-50.582, -35.656, 99.23
-50.117, -33.711, 97.943
-49.671, -31.761, 97.223
-49.26, -29.804, 95.985
-48.895, -27.838, 95.48
-48.583, -25.862, 95.863
-48.331, -23.878, 96.291
-48.123, -21.889, 97.309
-47.958, -19.896, 97.801
-47.823, -17.901, 98.241
-47.712, -15.904, 98.619
-47.619, -13.906, 96.852
-47.541, -11.907, 94.193
-47.474, -9.909, 91.457
-47.415, -7.909, 88.636
-47.362, -5.91, 85.722
-47.314, -3.911, 82.706
-47.271, -1.911, 79.576
-47.232, 0.088, 76.317
-47.194, 2.088, 72.913
-47.159, 4.088, 69.342
-47.126, 6.088, 65.577
-47.094, 8.087, 61.582
-47.063, 10.087, 57.309
-47.033, 12.087, 52.691
-47.003, 14.087, 47.627
-46.974, 16.086, 41.956
-46.946, 18.086, 35.388
-46.918, 20.086, 27.282
-46.877, 23.016, 0
-46.877, 23.016, 0
-46.596, 43.014, 0
endData
127
100
200
-56.327, -61.011, -47.564, -17.935, -47.748, -39.451, -46.877, 23.016
