-23.622, -23.523, 100
-25.035, -22.108, 100
-26.448, -20.693, 100
-27.861, -19.278, 100
-29.275, -17.862, 100
-30.688, -16.447, 100
-32.101, -15.032, 100
-33.514, -13.616, 100
-34.927, -12.201, 100
-36.34, -10.786, 100
-37.753, -9.37, 100
-39.166, -7.955, 100
-40.58, -6.54, 100
-41.993, -5.125, 100
-43.406, -3.709, 100
-44.819, -2.294, 100
-46.232, -0.879, 100
-47.645, 0.537, 100
-49.058, 1.952, 100
-50.471, 3.367, 100
-51.884, 4.783, 100
-53.298, 6.198, 100
-54.711, 7.613, 99.766
-55.944, 8.529, 97.791
-56.129, 6.537, 97.791
-56.282, 4.543, 97.942
-56.41, 2.547, 98.089
-56.513, 0.55, 98.232
-56.594, -1.448, 98.373
-56.654, -3.447, 98.512
-56.694, -5.447, 98.649
-56.716, -7.447, 98.786
-56.721, -9.447, 98.786
-56.708, -11.447, 98.923
-56.682, -13.447, 99.063
-56.644, -15.446, 99.205
-56.596, -17.446, 99.351
-56.539, -19.445, 99.503
-56.474, -21.444, 99.663
-56.405, -23.443, 99.833
-56.331, -25.441, 97.683
-56.257, -27.44, 95.047
-56.184, -29.439, 92.336
-56.114, -31.437, 89.543
-56.05, -33.436, 86.66
-55.997, -35.436, 83.677
-55.956, -37.435, 80.585
-55.934, -39.435, 77.369
-55.934, -41.435, 74.013
-55.962, -43.435, 70.498
-56.029, -45.434, 66.798
-56.145, -47.43, 62.881
-56.317, -49.423, 58.703
-56.563, -51.407, 54.204
-56.912, -53.376, 49.297
-57.383, -55.319, 43.845
-58.021, -57.214, 37.611
-58.885, -59.015, 30.117
-60.023, -60.656, 20
-60.422, -61.111, 0
-60.422, -61.111, 0
-73.601, -76.155, 0
endData
127
100
200
-23.622, -23.523, -39.769, -7.351, -39.769, -7.351, -55.917, 8.821
-55.917, 8.821, -58.985, -21.4, -51.651, -52.027, -60.422, -61.111
